SentenceId	Phrase	Sentiment
5354	The problem with the mayhem in Formula 51 is not that it 's offensive , but that it 's boring .	1
4912	It 's actually pretty funny , but in all the wrong places .	2
5442	Left me with the visceral sensation of longing , lasting traces of Charlotte 's web of desire and desperation .	3
5541	Mildly entertaining .	2
4667	Any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .	1
7046	One lousy movie .	1
307	A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .	1
3758	A moving and important film .	4
7509	An engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .	4
5311	... spellbinding fun and deliciously exploitative .	4
2084	If the film has a problem , its shortness disappoints : You want the story to go on and on .	3
1392	A film that 's flawed and brilliant in equal measure .	3
4576	The feature-length stretch ... strains the show 's concept .	1
4591	Steers refreshingly clear of the usual cliches .	3
162	It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .	3
515	Proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .	1
495	An exceptionally acted , quietly affecting cop drama .	4
5951	Like the series , the movie is funny , smart , visually inventive , and most of all , alive .	2
7010	This one is a few bits funnier than Malle 's dud , if only because the cast is so engagingly messing around like Slob City reductions of Damon Runyon crooks .	3
1098	Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration , but he respects the material without sentimentalizing it .	3
6591	Freundlich 's made -LRB- Crudup -RRB- a suburban architect , and a cipher .	2
4245	Translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be Ya-Ya .	3
7539	Anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in ` The Ring . '	2
4483	This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .	1
5596	You expect more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB- than this cliche pileup .	0
366	With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller	4
12	Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .	1
4822	Even by the intentionally low standards of frat-boy humor , Sorority Boys is a bowser .	0
1298	-LRB- A -RRB- real pleasure in its laid-back way .	4
6013	It ends up being neither , and fails at both endeavors .	0
5198	Eric Schweig and Graham Greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .	4
7587	The movie obviously seeks to re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine . '	2
5547	Suffers from a decided lack of creative storytelling .	2
7623	Griffin & Co. manage to be spectacularly outrageous .	4
3691	The pretensions -- and disposable story -- sink the movie .	1
7513	The story 's pathetic and the gags are puerile . .	0
7019	Whether Jason X is this bad on purpose is never clear .	0
7258	Less a heartfelt appeal for the handicapped than a nice Belgian waffle .	2
4564	And in a sense , that 's a liability .	1
430	In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .	1
2143	Sunshine State surveys the landscape and assesses the issues with a clear passion for sociology .	2
4840	A pretty decent kid-pleasing , tolerable-to-adults lark of a movie .	3
2779	Lacks depth .	1
3137	It 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied .	1
3848	Scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .	4
352	It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .	2
3818	A beautiful paean to a time long past .	3
4088	Russian Ark is a new treasure of the Hermitage .	3
4345	Performances are potent , and the women 's stories are ably intercut and involving .	2
3074	A compelling motion picture that illustrates an American tragedy .	4
2234	The Porky 's Revenge : Ultimate Edition ?	2
3677	As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain .	3
6363	The riveting performances by the incredibly flexible cast make Love a joy to behold .	4
8340	Snipes relies too much on a scorchingly plotted dramatic scenario for its own good .	2
8137	Could use a little more humanity , but it never lacks in eye-popping visuals .	3
596	It 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but Westbrook 's foundation and Dalrymple 's film earn their uplift .	2
5329	An enjoyable , if occasionally flawed , experiment .	3
3226	High Crimes carries almost no organic intrigue as a government \/ Marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .	1
3041	It 's not just a feel-good movie , it 's a feel movie .	3
5452	Kapur weighs down the tale with bogus profundities .	1
5336	The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .	1
1908	... no charm , no laughs , no fun , no reason to watch .	0
6197	Can you bear the laughter ?	3
7898	The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .	3
7255	I survived .	2
6840	The film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet .	3
5477	It 's not a great monster movie .	1
6150	Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .	1
2153	Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .	1
6870	Provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .	3
4911	Yet another weepy Southern bore-athon .	2
2544	Together , Miller , Kuras and the actresses make Personal Velocity into an intricate , intimate and intelligent journey .	3
4662	Can be viewed as pure composition and form -- film as music	3
7713	A very good film sits in the place where a masterpiece should be .	3
6088	The truth about Charlie is that it 's a brazenly misguided project .	1
5180	Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .	3
4579	A mess .	1
1187	Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .	0
6211	Foster breathes life into a roll that could have otherwise been bland and run of the mill .	3
440	Seems like something American and European gay movies were doing 20 years ago .	1
3649	The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play . ''	1
542	The movie is too amateurishly square to make the most of its own ironic implications .	1
7412	Femme Fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience .	1
3977	Not everyone will play the dark , challenging tune taught by The Piano Teacher .	2
3599	The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .	1
1308	He does this so well you do n't have the slightest difficulty accepting him in the role .	4
6226	Using an endearing cast , writer\/director Dover Kosashvili takes a slightly dark look at relationships , both sexual and kindred .	3
1139	Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .	3
6420	Should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie .	0
1723	A knowing sense of humor and a lot of warmth ignite Son of the Bride .	4
1127	The Sundance Film Festival has become so buzz-obsessed that fans and producers descend upon Utah each January to ferret out The Next Great Thing .	2
6187	What one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream .	3
3839	It 's deep-sixed by a compulsion to catalog every bodily fluids gag in There 's Something About Mary and devise a parallel clone-gag .	2
1952	The film did n't convince me that Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side .	1
2751	A disoriented but occasionally disarming saga packed with moments out of an Alice in Wonderland adventure , a stalker thriller , and a condensed season of TV 's Big Brother .	3
1075	A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...	1
8139	I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .	0
1828	The movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had .	1
8145	The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .	2
2596	It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .	4
7426	An undistinguished attempt to make a classic theater piece cinematic .	0
871	Is it a comedy ?	1
7780	Jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .	2
3437	Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt	1
6925	Every joke is repeated at least -- annoying , is n't it ?	1
3384	Jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .	1
1545	But it 's hard to imagine a more generic effort in the genre .	0
4159	There 's lots of cool stuff packed into ESPN 's Ultimate X.	3
6667	Quite simply , a joy to watch and -- especially -- to listen to .	4
5974	Many shallower movies these days seem too long , but this one is egregiously short .	2
4484	The real question this movie poses is not ` Who ? '	2
7955	Lurid and less than lucid work .	1
4197	An exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .	2
6302	The script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .	0
8183	If you recognize Zeus -LRB- the dog from Snatch -RRB- it will make you wish you were at home watching that movie instead of in the theater watching this one .	1
8035	... the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .	1
2588	If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .	0
5752	Some motion pictures portray ultimate passion ; others create ultimate thrills .	2
3822	Expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .	2
1161	Befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject	1
7354	A conventional but heartwarming tale .	4
7803	Just a string of stale gags , with no good inside dope , and no particular bite .	1
7995	The film 's trailer also looked like crap , so crap is what I was expecting .	0
7406	One fantastic -LRB- and educational -RRB- documentary .	4
3428	... a story , an old and scary one , about the monsters we make , and the vengeance they take .	2
4	A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .	3
6335	Bad movie .	0
7590	What Lee does so marvelously compelling is present Brown as a catalyst for the struggle of black manhood in restrictive and chaotic America ... sketchy but nevertheless gripping portrait of Jim Brown , a celebrated wonder in the spotlight	3
6946	Little more than a super-sized infomercial for the cable-sports channel and its Summer X Games .	2
4145	If S&M seems like a strange route to true love , maybe it is , but it 's to this film 's -LRB- and its makers ' -RRB- credit that we believe that that 's exactly what these two people need to find each other -- and themselves .	3
7560	A classy , sprightly spin on film .	4
1584	Bad company .	1
6049	Deuces Wild is an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like The Wanderers and A Bronx Tale without cribbing any of their intelligence .	1
2951	At times THE GUYS taps into some powerful emotions , but this kind of material is more effective on stage .	2
4859	But there 's plenty to offend everyone ...	1
5288	It 's a rare window on an artistic collaboration .	3
7708	Captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .	3
121	`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .	4
3455	A dull , inconsistent , dishonest female bonding picture .	0
781	Essentially a collection of bits -- and they 're all naughty .	3
3431	There is n't one moment in the film that surprises or delights .	0
3825	A fresh , entertaining comedy that looks at relationships minus traditional gender roles .	4
7522	Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle .	2
3163	An awkward hybrid of genres that just does n't work .	1
5022	It 's a fun adventure movie for kids -LRB- of all ages -RRB- that like adventure .	4
1640	Like its title character , this Nicholas Nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .	3
51	Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .	1
6867	-LRB- T -RRB- his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen .	0
7237	The film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .	4
8252	A pleasant , if forgettable , romp of a film .	2
5245	It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .	2
7966	Some movies were made for the big screen , some for the small screen , and some , like Ballistic : Ecks vs. Sever , were made for the palm screen .	1
455	Maelstrom is a deliberately unsteady mixture of stylistic elements .	2
8076	Goes a long way on hedonistic gusto .	2
5816	Perhaps even the SLC high command found writer-director Mitch Davis 's wall of kitsch hard going .	1
6596	I am more offended by his lack of faith in his audience than by anything on display here .	1
585	Rather than real figures	1
404	Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .	1
2660	For those of an indulgent , slightly sunbaked and summery mind , Sex and Lucia may well prove diverting enough .	3
7489	The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...	1
6233	The film favors the scientific over the spectacular -LRB- visually speaking -RRB- .	2
961	Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .	1
2439	Never inspires more than an interested detachment .	1
771	The result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone .	2
4388	Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .	2
5127	It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .	4
8328	The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .	4
7083	Ana 's journey is not a stereotypical one of self-discovery , as she 's already comfortable enough in her own skin to be proud of her Rubenesque physique ...	2
5837	Most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .	0
2670	But this new jangle of noise , mayhem and stupidity must be a serious contender for the title .	0
7090	A few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .	3
3775	I suspect that you 'll be as bored watching Morvern Callar as the characters are in it .	1
4766	Shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to Earth for harvesting purposes .	3
6280	Ken Russell would love this .	3
1297	A gem , captured in the unhurried , low-key style favored by many directors of the Iranian new wave .	2
6394	If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .	3
6973	A thoroughly awful movie -- dumb , narratively chaotic , visually sloppy ... a weird amalgam of ` The Thing ' and a geriatric ` Scream . '	0
7829	Will anyone who is n't a Fangoria subscriber be excited that it has n't gone straight to video ?	1
8014	A must for fans of British cinema , if only because so many titans of the industry are along for the ride .	4
8111	But that they are doing it is thought-provoking .	3
3063	77 minutes of Pokemon may not last 4ever , it just seems like it does .	1
2225	The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .	1
5456	Poignant and moving , A Walk to Remember is an inspirational love story , capturing the innocence and idealism of that first encounter .	4
2505	Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .	2
6081	A quirky comedy set in Newfoundland that cleverly captures the dry wit that 's so prevalent on The Rock .	3
601	Limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .	1
5066	A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .	3
3084	Angela Gheorghiu as famous prima donna Floria Tosca , Roberto Alagna as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Scarpia , all sing beautifully and act adequately .	3
1234	And it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .	3
1888	Star Trek was kind of terrific once , but now it is a copy of a copy of a copy .	1
1239	If you 're not a fan , it might be like trying to eat Brussels sprouts .	1
5907	Another boorish movie from the I-heard-a-joke - at-a-frat-party school of screenwriting .	0
8517	Campbell Scott finds the ideal outlet for his flick-knife diction in the role of Roger Swanson .	3
4977	Pascale Bailly 's rom-com	2
6846	-LRB- Has -RRB- an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true .	3
7901	-LRB- Clooney 's -RRB- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh .	3
8248	A typically observant , carefully nuanced and intimate French coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .	2
1518	A really good premise is frittered away in middle-of-the-road blandness .	1
3459	Impostor is a step down for director Gary Fleder .	1
2128	The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .	1
974	It makes sense that he went back to school to check out the girls -- his film is a frat boy 's idea of a good time .	2
1778	One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .	4
1400	Everybody loves a David and Goliath story , and this one is told almost entirely from David 's point of view .	3
4346	-LRB- It -RRB- has the feel of a summer popcorn movie .	2
3017	So beautifully acted and directed , it 's clear that Washington most certainly has a new career ahead of him if he so chooses .	4
6156	Charly comes off as emotionally manipulative and sadly imitative of innumerable past Love Story derisions .	1
61	The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .	1
778	A small movie with a big heart .	3
1525	Jam-packed with literally bruising jokes .	2
6561	Start reading your scripts before signing that dotted line .	1
1390	Like any good romance , Son of the Bride , proves it 's never too late to learn .	3
3321	The thing about guys like Evans is this : You 're never quite sure where self-promotion ends and the truth begins .	1
5566	What makes Salton Sea surprisingly engrossing is that Caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion .	4
268	An uplifting , largely bogus story .	2
985	modeled	2
1649	Mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , Love in the Time of Money .	1
7753	This is rote drivel aimed at Mom and Dad 's wallet .	1
1269	Mariah Carey gives us another peek at some of the magic we saw in Glitter here in Wisegirls .	3
4975	The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .	4
6123	What an embarrassment .	0
1846	You get the idea , though , that Kapur intended the film to be more than that .	2
6314	Alas , getting there is not even half the interest .	0
6323	Throughout all the tumult , a question comes to mind : So why is this so boring ?	1
5084	The film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong .	3
3376	Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .	1
5626	It 's a lovely , eerie film that casts an odd , rapt spell .	4
6576	Who are ` they ' ?	2
5460	To call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .	4
1687	Yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second .	3
1608	The impulses that produced this project ... are commendable , but the results are uneven .	2
6118	Instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .	1
5967	Rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic .	1
3646	A bland , obnoxious 88-minute infomercial for Universal Studios and its ancillary products . . .	1
8041	Given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .	0
1845	Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .	0
4156	An unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .	3
2958	These characters become wearisome .	1
1386	The simplicity of The Way Home has few equals this side of Aesop	2
4219	It is a challenging film , if not always a narratively cohesive one .	2
2722	I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .	0
7286	For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .	3
3910	Just like Igby .	2
4657	Courtney CHASES Stuart with a CELL PHONE .	2
7471	Cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .	4
3686	The concept behind Kung Pow : Enter the Fist is hilarious .	3
1420	Nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .	4
6407	Exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama .	1
7235	The film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .	1
67	A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .	4
6419	For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek , they 'll probably run out screaming .	1
4251	Culkin turns his character into what is basically an anti-Harry Potter -- right down to the Gryffindor scarf .	2
2647	Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .	3
4913	Madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like Michael Jackson 's nose .	0
798	More of the same old garbage Hollywood has been trying to pass off as acceptable teen entertainment for some time now .	0
7341	A modest masterpiece .	3
1797	The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged .	1
3881	Stuart 's poor-me persona needs a whole bunch of Snowball 's cynicism to cut through the sugar coating .	2
525	-LRB- Raimi 's -RRB- matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films you 'll ever see .	2
1971	One suspects that Craven endorses They simply because this movie makes his own look much better by comparison .	1
6852	Provides a very moving and revelatory footnote to the Holocaust .	4
7866	In other words , about as bad a film you 're likely to see all year .	0
5945	The nicest thing that can be said about Stealing Harvard -LRB- which might have been called Freddy Gets Molested by a Dog -RRB- is that it 's not as obnoxious as Tom Green 's Freddie Got Fingered .	1
3696	The filmmakers lack the nerve ... to fully exploit the script 's potential for sick humor .	2
7340	A wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching .	3
7497	The work of an exhausted , desiccated talent who ca n't get out of his own way .	3
6712	Reign of Fire has the disadvantage of also looking cheap .	0
3029	It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .	3
8125	An elegant and sly deadpan comedy .	3
3134	It 's like an all-star salute to Disney 's cheesy commercialism .	1
8018	A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age .	4
491	This overproduced piece of dreck is shockingly bad and absolutely unnecessary .	0
392	Much credit must be given to the water-camera operating team of Don King , Sonny Miller , and Michael Stewart .	3
3853	Together writer-director Danny Verete 's three tales comprise a powerful and reasonably fulfilling gestalt .	3
8498	The culmination of everyone 's efforts is given life when A Selection appears in its final form -LRB- in `` Last Dance '' -RRB- .	2
4869	Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .	3
5260	If the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material .	3
5117	From its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , Martin is a masterfully conducted work .	3
7168	An enjoyable experience .	4
8057	Though excessively tiresome , The Uncertainty Principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .	2
6721	This dreadfully earnest inversion of the Concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .	1
1532	What is the filmmakers ' point ?	2
7089	Works because Reno does n't become smug or sanctimonious towards the audience .	4
7213	The Lady and the Duke is a smart , romantic drama that dares to depict the French Revolution from the aristocrats ' perspective .	3
7465	for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience	0
6224	The most remarkable -LRB- and frustrating -RRB- thing about World Traveler , which opens today in Manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank .	2
3754	Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .	3
3571	I was feeling this movie until it veered off too far into the Exxon zone , and left me behind at the station looking for a return ticket to realism .	1
1688	`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way .	0
8097	A zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking Morlocks .	1
3525	In the name of an allegedly inspiring and easily marketable flick , The Emperor 's Club turns a blind eye to the very history it pretends to teach .	1
5921	Blessed with a searing lead performance by Ryan Gosling -LRB- Murder by Numbers -RRB- , the movie is powerful and provocative .	4
3470	The genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates .	4
5914	... quite endearing .	3
6093	Another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .	0
2869	It does give you a peek .	2
8331	Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?	1
7930	But mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived .	4
3600	A thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action .	2
6115	Perhaps the most annoying thing about Who Is Cletis Tout ?	2
8356	Confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .	0
8104	Abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed .	1
1455	Some may choose to interpret the film 's end as hopeful or optimistic but I think Payne is after something darker .	2
3936	A preposterous , prurient whodunit .	0
4626	Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .	4
4781	High Crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd .	0
889	Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .	0
5667	Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .	1
2183	A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .	1
6127	As a remake , it 's a pale imitation .	0
7737	An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .	3
4695	The Salton Sea has moments of inspired humour , though every scrap is of the darkest variety .	3
5641	borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ... But in terms of its style , the movie is in a class by itself .	4
8092	With an expressive face reminiscent of Gong Li and a vivid personality like Zhang Ziyi 's , Dong stakes out the emotional heart of Happy .	3
765	You can sip your vintage wines and watch your Merchant Ivory productions ; I 'll settle for a nice cool glass of iced tea and a Jerry Bruckheimer flick any day of the week .	4
5080	Director Lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .	4
8445	What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .	0
7357	I spied with my little eye ... a mediocre collection of cookie-cutter action scenes and occasionally inspired dialogue bits	1
8237	An oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .	3
7454	For a guy who has waited three years with breathless anticipation for a new Hal Hartley movie to pore over , No Such Thing is a big letdown .	0
7786	Woody , what happened ?	1
8309	Everything else about High Crimes is , like the military system of justice it portrays , tiresomely regimented .	2
2515	The Cat 's Meow marks a return to form for director Peter Bogdanovich ...	3
7519	A muted freak-out	1
2720	A solidly constructed , entertaining thriller that stops short of true inspiration .	3
7864	A distinguished and thoughtful film , marked by acute writing and a host of splendid performances .	4
3027	It must be the end of the world : the best film so far this year is a franchise sequel starring Wesley Snipes .	3
2206	A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach .	3
5950	So fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated .	3
3913	A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .	2
7140	Asks what truth can be discerned from non-firsthand experience , and specifically questions cinema 's capability for recording truth .	3
7810	The movie is like Scorsese 's Mean Streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot .	1
5522	Nothing about this movie works .	0
475	An extremely unpleasant film .	0
3461	The fact that it is n't very good is almost beside the point .	1
3724	This is n't a terrible film by any means , but it 's also far from being a realized work .	2
799	Strident and inelegant in its ` message-movie ' posturing .	2
6671	Something has been lost in the translation ... another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise .	1
6182	Franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic .	0
3019	is the kind of movie that 's critic-proof , simply because it aims so low .	1
